k,rho,nu,beta,delta,gamma,sigma_cd,sigma_io,lower_cd,upper_cd,lower_io,upper_io
0.012680602781186372,0.9836302135714713,0.982775400802287,-1.0008118141183244,-1.0024809599262818,-1.0213560206708183,-0.48,-2.06,-0.5,-0.46,-2.16,-1.97
-0.005061206083671886,1.0025515409394226,0.9907854317071128,-0.999912468098186,-1.0028313586806021,-1.0083091534985091,-0.5,-2.01,-0.53,-0.48,-2.09,-1.93
0.02347870469745558,0.9674418360385006,1.0017183537910412,-0.9937505127030275,-0.9913483802018375,-1.024141566242891,-0.5,-2.04,-0.52,-0.48,-2.15,-1.94
-0.02664910699931594,1.0088083333466915,1.0065843261186271,-1.0044637535373786,-1.012977795674395,-1.0080189113796028,-0.51,-2.02,-0.53,-0.48,-2.09,-1.95
0.008200588581482813,0.9917802409744444,1.0096694311861736,-1.0047819079496145,-1.0058035171717263,-1.0104264433209507,-0.54,-2.02,-0.55,-0.49,-2.11,-1.94
-0.019963114066905853,1.0282007719373163,1.0203046924316146,-1.0076100267200057,-1.0007321415393264,-1.0057193532078261,-0.5,-2.04,-0.54,-0.46,-2.09,-1.99
0.009480571918686596,1.0138920663150848,0.9904156946154415,-1.0045398914489314,-0.9909399584128264,-0.998824572294932,-0.48,-1.99,-0.51,-0.46,-2.06,-1.91
-0.002386380061451259,0.9965518583733927,1.0077216713181618,-0.997408245467106,-0.9854729832513397,-1.0131169048813529,-0.51,-1.97,-0.56,-0.46,-2.02,-1.93
-0.049305087441479226,1.011709001205214,1.0196671129439856,-1.0035323177197153,-0.9947132737211737,-1.0138056614803972,-0.49,-2.02,-0.52,-0.46,-2.07,-1.98
-0.008656805681977492,1.0040643993088505,1.0222550905437267,-1.000212975981773,-1.009274208516684,-0.992434638769345,-0.5,-1.99,-0.54,-0.46,-2.06,-1.94
0.04966795622931684,0.9496933783241499,0.9737661632759942,-1.0048776490744975,-0.998121739778812,-0.9956575744530249,-0.53,-2.02,-0.58,-0.47,-2.11,-1.93
-0.029833508714867413,1.0421695140019573,1.0168214942752978,-0.9961030731011282,-1.0194199786929008,-0.9877481701302504,-0.52,-1.97,-0.58,-0.46,-2.05,-1.89
-0.05261572017483375,1.04262474914869,1.0044916922054792,-1.0139244168529309,-1.0000394519567832,-1.0071696395118046,-0.5,-1.99,-0.52,-0.48,-2.06,-1.93
0.013821670300500147,1.0019811237159608,0.9940612233308901,-0.9843917998775795,-1.0004477929845619,-1.0050084169523008,-0.5,-2.0,-0.53,-0.47,-2.06,-1.93
0.019424171945352477,0.9881837434090761,0.966501723076435,-0.9988032727350877,-1.01362229899046,-1.0030945881337727,-0.52,-2.06,-0.55,-0.49,-2.14,-1.99
